Username,Site,Customer,Updated By,ImageAttached,Route,Operator,Timedate,Annotation,Comment,Overall Result,Beta-lactams Result,Beta-lactams Level,Ceftiofur Result,Ceftiofur Level,Tetracyclines Result,Tetracyclines Level,Sulfonamides Result,Sulfonamides Level,Raw QR,Test Type,Batch Number
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"505","VR",13-03-2026 03:23,,,Negative,Negative,2.31,Negative,3.01,Negative,3.82,Negative,2.87,05250725E007001552,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"456","MV",13-03-2026 03:29,,,Negative,Negative,1.78,Negative,3.07,Negative,4.05,Negative,3,05251106E008002070,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"432","HR",13-03-2026 03:31,,,Negative,Negative,2.09,Negative,2.98,Negative,3.96,Negative,2.93,05251106E008001074,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"110","TH",13-03-2026 02:06,,,Negative,Negative,2.51,Negative,2.96,Negative,4,Negative,2.82,05251106E008011459,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"411","MV",13-03-2026 03:51,,,Negative,Negative,2.55,Negative,3.29,Negative,4.64,Negative,3.24,05250725E007011088,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"53","JA",13-03-2026 02:33,,,Negative,Negative,2.22,Negative,2.99,Negative,3.72,Negative,2.85,05251106E008007333,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"133","wl",13-03-2026 02:37,,,Negative,Negative,1.98,Negative,3.07,Negative,3.61,Negative,2.79,05251106E008013538,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"202","NNN",13-03-2026 02:51,,,Negative,Negative,2.04,Negative,3.12,Negative,3.88,Negative,2.98,05250725E007018832,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"316","JK",13-03-2026 03:10,,,Negative,Negative,2.64,Negative,3.21,Negative,4.43,Negative,3.18,05250725E007018675,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"463","HH",13-03-2026 05:06,,,Negative,Negative,2.69,Negative,3.14,Negative,4.05,Negative,3.02,05250725E007001313,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"39","JK",13-03-2026 04:16,,,Negative,Negative,1.81,Negative,3,Negative,3.98,Negative,2.95,05250725E007007794,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"63","JT",13-03-2026 05:14,,,Negative,Negative,1.93,Negative,2.7,Negative,3.05,Negative,2.53,05250725E007012729,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"216","JO",13-03-2026 04:12,,,Negative,Negative,2.64,Negative,3.39,Negative,4.42,Negative,3.28,05250725E007018768,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"494","TN",13-03-2026 05:44,,,Negative,Negative,2.09,Negative,3.12,Negative,4.09,Negative,3.07,05250725E007002801,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"323","TP",13-03-2026 04:41,,,Negative,Negative,1.76,Negative,3.03,Negative,3.75,Negative,2.93,05250725E007018957,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"381","JK",13-03-2026 06:28,,,Negative,Negative,1.89,Negative,2.66,Negative,3.09,Negative,2.52,05250725E007021996,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"407","KT",13-03-2026 07:14,,,Negative,Negative,1.97,Negative,2.84,Negative,3.94,Negative,2.88,05250725E007009718,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"293","AH",13-03-2026 06:08,,,Negative,Negative,3.03,Negative,3.59,Negative,5,Negative,3.66,05250725E007018898,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"SN","SN",13-03-2026 06:34,,,Negative,Negative,2.72,Negative,3.19,Negative,4.43,Negative,3.17,05250725E007018596,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"45","ML",13-03-2026 08:49,,,Negative,Negative,2.29,Negative,3.27,Negative,4.16,Negative,3.11,05250725E007009737,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"69","TN",13-03-2026 07:41,,,Negative,Negative,1.86,Negative,2.51,Negative,3.37,Negative,2.44,05251106E008011505,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"70","TN",13-03-2026 10:58,,,Negative,Negative,2.18,Negative,3.22,Negative,4.36,Negative,3.43,05251106E008003601,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk6,Seinäjoki,Valio,Sjk6,False,"200","JJ",13-03-2026 11:29,,,Negative,Negative,2.49,Negative,2.88,Negative,3.92,Negative,2.81,05250725E007018695,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"642","AN",13-03-2026 11:49,,,Negative,Negative,2.22,Negative,3.34,Negative,4.14,Negative,3.19,05250725E007018808,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"111","JPM",13-03-2026 11:51,,,Negative,Negative,2.57,Negative,3.31,Negative,4.46,Negative,3.26,05251106E008007807,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"11","MP",13-03-2026 12:13,,,Negative,Negative,2.03,Negative,3.22,Negative,3.91,Negative,3.01,05251106E008004669,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"170","kh",13-03-2026 12:18,,,Negative,Negative,2.05,Negative,3.01,Negative,4.03,Negative,3.06,05250725E007018933,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"93","M A",13-03-2026 12:36,,,Negative,Negative,2.42,Negative,3.3,Negative,4.23,Negative,3.27,05251106E008007603,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"806","HL",13-03-2026 12:39,,,Negative,Negative,2.34,Negative,3.07,Negative,3.6,Negative,2.74,05250428E002002638,MilkSafe™ FAST CM1-3BTS ,250428E002
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"744","JK",13-03-2026 14:18,,,Negative,Negative,2.33,Negative,3.09,Negative,3.67,Negative,2.91,05250725E007020329,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"162","OP",13-03-2026 12:58,,,Negative,Negative,2.35,Negative,3.45,Negative,4.46,Negative,3.24,05251106E008014067,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"478","EY",13-03-2026 15:02,,,Negative,Negative,2,Negative,2.46,Negative,3.02,Negative,2.43,05250725E007001325,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"50","TV",13-03-2026 13:33,,,Negative,Negative,2.06,Negative,2.83,Negative,3.47,Negative,2.65,05251106E008003709,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"180","RR",13-03-2026 15:09,,,Negative,Negative,2.68,Negative,3.31,Negative,4.39,Negative,3.3,05250725E007001176,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"143","ms",13-03-2026 13:50,,,Negative,Negative,2.47,Negative,3.09,Negative,4.28,Negative,3.02,05250725E007001317,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"831","MH",13-03-2026 15:25,,,Negative,Negative,2.45,Negative,3.27,Negative,3.81,Negative,2.99,05250725E007009263,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"322","vm",13-03-2026 13:59,,,Negative,Negative,2.22,Negative,3.2,Negative,4.17,Negative,3.04,05250725E007018943,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"870","ML",13-03-2026 14:07,,,Negative,Negative,2.08,Negative,3.22,Negative,3.88,Negative,2.97,05251106E008003987,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"71","TN",13-03-2026 14:24,,,Negative,Negative,1.86,Negative,3.07,Negative,3.4,Negative,2.89,05251106E008014406,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"62","TONI",13-03-2026 15:54,,,Negative,Negative,2.08,Negative,2.57,Negative,3.58,Negative,2.65,05250725E007009994,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"215","jp",13-03-2026 14:35,,,Negative,Negative,1.86,Negative,2.68,Negative,3.71,Negative,2.7,05250725E007018861,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"462","MK",13-03-2026 16:07,,,Negative,Negative,2.45,Negative,3.4,Negative,4.55,Negative,3.32,05250725E007001237,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"406","KT",13-03-2026 16:13,,,Negative,Negative,2.24,Negative,2.84,Negative,3.68,Negative,2.69,05250725E007001376,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"628","TM",13-03-2026 16:13,,,Negative,Negative,1.9,Negative,3.05,Negative,3.58,Negative,2.95,05250725E007021882,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"57","MP",13-03-2026 16:21,,,Negative,Negative,2.66,Negative,3.08,Negative,3.95,Negative,2.95,05250725E007009610,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"491","JK",13-03-2026 16:31,,,Negative,Negative,2.35,Negative,3.26,Negative,4.24,Negative,3.2,05250725E007009663,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"804","KP",13-03-2026 15:06,,,Negative,Negative,1.95,Negative,2.96,Negative,3.31,Negative,2.66,05250428E002019604,MilkSafe™ FAST CM1-3BTS ,250428E002
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"347","JH",13-03-2026 16:38,,,Negative,Negative,2.45,Negative,3.25,Negative,4.12,Negative,3.11,05250725E007020285,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"434","AA",13-03-2026 16:45,,,Negative,Negative,2.44,Negative,3.16,Negative,3.92,Negative,2.96,05250725E007002381,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"222","ss",13-03-2026 15:24,,,Negative,Negative,2.15,Negative,3.31,Negative,4.01,Negative,3.16,05250725E007018921,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk6,Seinäjoki,Valio,Sjk6,False,"292","HK",13-03-2026 15:27,,,Negative,Negative,2.54,Negative,3.52,Negative,4.18,Negative,3.53,05250725E007018770,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"457","JL",13-03-2026 16:53,,,Negative,Negative,1.78,Negative,2.19,Negative,2.62,Negative,2.03,05250725E007002296,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"27","AS",13-03-2026 16:10,,,Negative,Negative,2.11,Negative,2.72,Negative,3.87,Negative,2.82,05250725E007008722,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"152","OL",13-03-2026 15:33,,,Negative,Negative,2.41,Negative,3.07,Negative,3.97,Negative,2.9,05250725E007002436,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"38","ML",13-03-2026 15:45,,,Negative,Negative,1.39,Negative,2.36,Negative,3.76,Negative,2.64,05251106E008010457,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"298","SN",13-03-2026 16:03,,,Negative,Negative,2.64,Negative,3.01,Negative,4.06,Negative,3.09,05250725E007018651,MilkSafe™ FAST CM1-3BTS ,250725E007
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"830","AV",13-03-2026 17:37,,,Negative,Negative,2.46,Negative,2.86,Negative,3.57,Negative,2.79,05250725E007015852,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"408","JT",13-03-2026 17:49,,,Negative,Negative,2.55,Negative,3.22,Negative,4.34,Negative,3.15,05250725E007023065,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"960","JOUNI",13-03-2026 18:09,,,Negative,Negative,2.17,Negative,2.96,Negative,3.67,Negative,2.77,,MilkSafe™ FAST CM1-3BTS ,
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"959","HK",13-03-2026 18:17,,,Negative,Negative,1.51,Negative,2.44,Negative,3.25,Negative,2.42,05251106E008001103,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"72","TN",13-03-2026 16:54,,,Negative,Negative,1.64,Negative,2.83,Negative,3.51,Negative,2.66,05251106E008007902,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"574","SL",13-03-2026 18:27,,,Negative,Negative,1.93,Negative,2.85,Negative,3.86,Negative,2.91,05251106E008004462,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"800","KL",13-03-2026 16:59,,,Negative,Negative,2.21,Negative,3.05,Negative,3.65,Negative,2.77,05250428E002015055,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk6,Seinäjoki,Valio,Sjk6,False,"648","JJ",13-03-2026 17:08,,,Negative,Negative,2.39,Negative,3.06,Negative,3.82,Negative,2.83,05250725E007002230,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"205","JJ",13-03-2026 17:17,,,Negative,Negative,2.32,Negative,2.95,Negative,3.83,Negative,2.72,05250725E007019479,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"777","RT",13-03-2026 17:24,,,Negative,Negative,2.22,Negative,3.55,Negative,4.06,Negative,3.27,05250428E002018926,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk2,Seinäjoki,Valio,Sjk2,False,"132","VS",13-03-2026 17:24,,,Negative,Negative,2.08,Negative,2.77,Negative,3.57,Negative,2.66,05250725E007002430,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"685","SV",13-03-2026 17:46,,,Negative,Negative,1.47,Negative,2.73,Negative,3.5,Negative,2.7,05250428E002018745,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"503","AL",13-03-2026 19:46,,,Negative,Negative,1.94,Negative,2.66,Negative,3.61,Negative,2.66,05250725E007009881,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"73","SV",13-03-2026 19:33,,,Negative,Negative,1.71,Negative,2.83,Negative,3.72,Negative,2.8,05251106E008004686,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"318","JK",13-03-2026 19:58,,,Negative,Negative,2.79,Negative,3.19,Negative,4.54,Negative,3.14,05250725E007002362,MilkSafe™ FAST CM1-3BTS ,250725E007
Oulu2,Oulu,Valio,Oulu2,False,"36","AM",13-03-2026 22:00,,,Negative,Negative,1.39,,,Negative,3.27,Negative,2.61,05250725E007016074,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"74","SV",13-03-2026 21:50,,,Negative,Negative,2.4,Negative,3.08,Negative,3.91,Negative,2.99,05251106E008015966,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"91","MM",13-03-2026 22:21,,,Negative,Negative,1.83,Negative,2.76,Negative,3.71,Negative,2.75,05251106E008014053,MilkSafe™ FAST CM1-3BTS ,251106E008
Oulu1,Oulu,Valio,Oulu1,False,"6","AK",14-03-2026 00:18,,,Negative,Negative,2.05,Negative,2.68,Negative,3.54,Negative,2.62,,MilkSafe™ FAST CM1-3BTS ,
Sjk2,Seinäjoki,Valio,Sjk2,False,"218","PA",13-03-2026 23:46,,,Negative,Negative,2.7,Negative,3.24,Negative,4.59,Negative,3.2,05250725E007001030,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"171","TH",13-03-2026 23:52,,,Negative,Negative,2.29,Negative,3.07,Negative,4.11,Negative,2.94,,MilkSafe™ FAST CM1-3BTS ,
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"382","AV",14-03-2026 01:30,,,Negative,Negative,1.49,Negative,2.29,Negative,3.16,Negative,2.46,05250725E007022020,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"336","TL",14-03-2026 00:58,Original,,Positive,Positive,1,Negative,3.57,Positive,0.26,Negative,2.76,05250725E007019064,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"336","TL",14-03-2026 01:04,,,Negative,Negative,2.31,Negative,3.57,Negative,4.35,Negative,3.34,05250725E007018934,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"61","JT",14-03-2026 02:44,,,Negative,Negative,1.78,Negative,2.59,Negative,3.48,Negative,2.67,05250725E007001722,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"51","JA",14-03-2026 01:15,,,Negative,Negative,2.35,Negative,3.12,Negative,4.77,Negative,3.34,05251106E008003925,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"51","JA",14-03-2026 01:21,,,Negative,Negative,2.61,Negative,3.69,Negative,4.67,Negative,3.31,05251106E008014116,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi2,Haapavesi,Valio,Haapavesi2,False,"112","TH",14-03-2026 01:21,,,Negative,Negative,1.99,Negative,2.9,Negative,3.45,Negative,2.71,05251106E008003596,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"296","TK",14-03-2026 01:21,,,Negative,Negative,2.57,Negative,3.19,Negative,4.26,Negative,3.18,05250725E007001229,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"493","TN",14-03-2026 02:56,,,Negative,Negative,2.18,Negative,2.6,Negative,3.66,Negative,2.72,05250725E007001607,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"418","LT",14-03-2026 02:53,,,Negative,Negative,1.92,Negative,2.79,Negative,4.03,Negative,2.73,05251106E008017810,MilkSafe™ FAST CM1-3BTS ,251106E008
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"75","SV",14-03-2026 01:36,,,Negative,Negative,1.82,Negative,3.01,Negative,3.72,Negative,2.73,05251106E008014233,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"641","NRT",14-03-2026 03:17,,,Negative,Negative,1.88,Negative,3.04,Negative,3.66,Negative,2.83,05250725E007021793,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"151","JT",14-03-2026 01:52,,,Negative,Negative,2.96,Negative,3.25,Negative,4.46,Negative,3.22,05250725E007018621,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"181","JH",14-03-2026 03:19,,,Negative,Negative,2.6,Negative,3.33,Negative,4.22,Negative,3.23,05250725E007001870,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"774","TL",14-03-2026 01:56,,,Negative,Negative,2.56,Negative,3.43,Negative,4.31,Negative,3.26,05250428E002020495,MilkSafe™ FAST CM1-3BTS ,250428E002
Sjk2,Seinäjoki,Valio,Sjk2,False,"151","JT",14-03-2026 01:57,,,Negative,Negative,2.66,Negative,3.07,Negative,4.14,Negative,2.98,05250725E007018663,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk5,Seinäjoki,Valio,Sjk5,False,"294","AH",14-03-2026 02:27,,,Negative,Negative,2.54,Negative,3.43,Negative,4.14,Negative,3.21,05250725E007009745,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"41","05250725E007001166",14-03-2026 03:28,,,Negative,Negative,2.12,Negative,2.48,Negative,3.23,Negative,2.38,,MilkSafe™ FAST CM1-3BTS ,
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"458","TH",14-03-2026 03:33,,,Negative,Negative,2.23,Negative,2.79,Negative,3.73,Negative,2.68,05250725E007013404,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"226","TL",14-03-2026 02:13,,,Negative,Negative,2.78,Negative,3.13,Negative,4.57,Negative,3.17,05250725E007009572,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"401","PK",14-03-2026 03:49,,,Negative,Negative,2.02,Negative,2.81,Negative,3.79,Negative,2.83,,MilkSafe™ FAST CM1-3BTS ,
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"613","JJ",14-03-2026 02:42,,,Negative,Negative,1.92,Negative,3.17,Negative,3.85,Negative,2.9,05250428E002018895,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"141","NR",14-03-2026 04:21,,,Negative,Negative,2.45,Negative,3.1,Negative,4.01,Negative,2.95,05250725E007013227,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"58","JS",14-03-2026 04:19,,,Negative,Negative,2.25,Negative,2.84,Negative,4.03,Negative,2.81,05251106E008017880,MilkSafe™ FAST CM1-3BTS ,251106E008
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"667","JK",14-03-2026 02:57,,,Negative,Negative,1.93,Negative,3.04,Negative,3.56,Negative,2.81,05250428E002018731,MilkSafe™ FAST CM1-3BTS ,250428E002
Oulu2,Oulu,Valio,Oulu2,False,"28","JPL",14-03-2026 03:42,,,Negative,Negative,1.68,Negative,2.54,Negative,3.33,Negative,2.48,05250725E007007863,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"435","HR",14-03-2026 04:34,,,Negative,Negative,2.27,Negative,3.17,Negative,4.02,Negative,3.12,05250725E007002177,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"506","AL",14-03-2026 04:34,,,Negative,Negative,1.63,Negative,2.87,Negative,3.75,Negative,2.76,05251106E008018989,MilkSafe™ FAST CM1-3BTS ,251106E008
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"160","EK",14-03-2026 04:41,,,Negative,Negative,1.97,Negative,2.91,Negative,3.86,Negative,2.77,05251106E008017840,MilkSafe™ FAST CM1-3BTS ,251106E008
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"344","JR",14-03-2026 04:47,,,Negative,Negative,1.85,Negative,2.48,Negative,2.83,Negative,2.32,05250725E007013666,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"803","JK",14-03-2026 03:23,,,Negative,Negative,1.68,Negative,2.95,Negative,3.33,Negative,2.67,05250428E002018687,MilkSafe™ FAST CM1-3BTS ,250428E002
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"961","JM",14-03-2026 05:01,,,Negative,Negative,2.12,Negative,2.83,Negative,3.95,Negative,2.94,05250725E007000271,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"649","HK",14-03-2026 03:36,,,Negative,Negative,2.46,Negative,3.19,Negative,4.4,Negative,3.16,05250725E007018931,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"305","TM",14-03-2026 03:51,,,Negative,Negative,2.46,Negative,3.21,Negative,4.07,Negative,3.1,05250725E007002106,MilkSafe™ FAST CM1-3BTS ,250725E007
Riihimaki2,Riihimäki,Valio,Riihimaki2,False,"603","MS",14-03-2026 04:01,,,Negative,Negative,2.18,Negative,3.3,Negative,3.59,Negative,2.95,05250428E002019676,MilkSafe™ FAST CM1-3BTS ,250428E002
LabraJKL01,Jyväskylä,Valio,LabraJKL01,False,"383","JK",14-03-2026 06:23,,,Negative,Negative,2.5,Negative,3.09,Negative,3.62,Negative,2.96,05250725E007015806,MilkSafe™ FAST CM1-3BTS ,250725E007
Sjk2,Seinäjoki,Valio,Sjk2,False,"204","AE",14-03-2026 05:20,,,Negative,Negative,2.46,Negative,2.86,Negative,3.55,Negative,2.71,05250725E007018909,MilkSafe™ FAST CM1-3BTS ,250725E007
Lapinlahti2,Lapinlahti,Valio,Lapinlahti2,False,"476","HK",14-03-2026 07:27,,,Negative,Negative,2.14,Negative,2.57,Negative,3.23,Negative,2.38,05250725E007002074,MilkSafe™ FAST CM1-3BTS ,250725E007
Haapavesi3,Haapavesi,Valio,Haapavesi3,False,"131","VH",14-03-2026 06:06,,,Negative,Negative,2.11,Negative,2.92,Negative,3.51,Negative,2.79,05251106E008003533,MilkSafe™ FAST CM1-3BTS ,251106E008
Sjk2,Seinäjoki,Valio,Sjk2,False,"303","TM",14-03-2026 06:06,,,Negative,Negative,2.44,Negative,3.41,Negative,4.49,Negative,3.31,05250725E007000955,MilkSafe™ FAST CM1-3BTS ,250725E007
